Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Day Of Week
2022-11-13,AQS,60010007,3,4.5,ug/m3 LC,19,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Sunday
2022-11-14,AQS,60010007,3,7.7,ug/m3 LC,32,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Monday
2022-11-15,AQS,60010007,3,9.5,ug/m3 LC,40,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Tuesday
2022-11-16,AQS,60010007,3,4.2,ug/m3 LC,18,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Wednesday
2022-11-17,AQS,60010007,3,12.8,ug/m3 LC,52,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Thursday
2022-11-18,AQS,60010007,3,8.9,ug/m3 LC,37,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Friday
2022-11-19,AQS,60010007,3,10.2,ug/m3 LC,43,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Saturday
2022-11-20,AQS,60010007,3,17.3,ug/m3 LC,62,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Sunday
2022-11-21,AQS,60010007,3,15.2,ug/m3 LC,58,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Monday
2022-11-22,AQS,60010007,3,11.9,ug/m3 LC,50,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Tuesday
2022-11-23,AQS,60010007,3,12.0,ug/m3 LC,50,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Wednesday
2022-11-24,AQS,60010007,3,22.2,ug/m3 LC,72,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Thursday
2022-11-25,AQS,60010007,3,25.9,ug/m3 LC,80,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Friday
2022-11-26,AQS,60010007,3,15.0,ug/m3 LC,57,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Saturday
2022-11-27,AQS,60010007,3,10.5,ug/m3 LC,44,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Sunday
2022-11-28,AQS,60010007,3,6.3,ug/m3 LC,26,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Monday
2022-11-29,AQS,60010007,3,4.2,ug/m3 LC,18,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Tuesday
2022-11-30,AQS,60010007,3,5.6,ug/m3 LC,23,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Wednesday
2022-12-01,AQS,60010007,3,3.2,ug/m3 LC,13,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Thursday
2022-12-02,AQS,60010007,3,7.4,ug/m3 LC,31,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Friday
2022-12-03,AQS,60010007,3,8.8,ug/m3 LC,37,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Saturday
2022-12-04,AQS,60010007,3,5.2,ug/m3 LC,22,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Sunday
2022-12-05,AQS,60010007,3,5.2,ug/m3 LC,22,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Monday
2022-12-06,AQS,60010007,3,4.6,ug/m3 LC,19,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Tuesday
2022-12-07,AQS,60010007,3,7.5,ug/m3 LC,31,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Wednesday
2022-12-08,AQS,60010007,3,6.0,ug/m3 LC,25,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Thursday
2022-12-09,AQS,60010007,3,5.0,ug/m3 LC,21,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Friday
2022-12-10,AQS,60010007,3,1.9,ug/m3 LC,8,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Saturday
2022-12-11,AQS,60010007,3,2.3,ug/m3 LC,10,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Sunday
2022-12-12,AQS,60010007,3,3.1,ug/m3 LC,13,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Monday
2022-12-13,AQS,60010007,3,6.2,ug/m3 LC,26,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Tuesday
2022-12-14,AQS,60010007,3,11.1,ug/m3 LC,46,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Wednesday
2022-12-15,AQS,60010007,3,10.4,ug/m3 LC,43,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Thursday
2022-12-16,AQS,60010007,3,19.5,ug/m3 LC,67,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Friday
2022-12-17,AQS,60010007,3,20.1,ug/m3 LC,68,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Saturday
2022-12-18,AQS,60010007,3,25.2,ug/m3 LC,79,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Sunday
2022-12-19,AQS,60010007,3,18.8,ug/m3 LC,65,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Monday
2022-12-20,AQS,60010007,3,21.9,ug/m3 LC,72,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Tuesday
2022-12-21,AQS,60010007,3,16.6,ug/m3 LC,60,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Wednesday
2022-12-22,AQS,60010007,3,18.8,ug/m3 LC,65,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Thursday
2022-12-23,AQS,60010007,3,24.6,ug/m3 LC,77,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Friday
2022-12-24,AQS,60010007,3,19.6,ug/m3 LC,67,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Saturday
2022-12-25,AQS,60010007,3,14.5,ug/m3 LC,56,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Sunday
2022-12-26,AQS,60010007,3,10.6,ug/m3 LC,44,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Monday
2022-12-27,AQS,60010007,3,3.6,ug/m3 LC,15,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Tuesday
2022-12-28,AQS,60010007,3,7.2,ug/m3 LC,30,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Wednesday
2022-12-29,AQS,60010007,3,4.8,ug/m3 LC,20,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Thursday
2022-12-30,AQS,60010007,3,0.6,ug/m3 LC,3,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Friday
2022-12-31,AQS,60010007,3,1.5,ug/m3 LC,6,Livermore,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.687526,-121.784217,Saturday
2022-01-01,AQS,60010009,3,13.2,ug/m3 LC,53,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-01-02,AQS,60010009,3,8.2,ug/m3 LC,34,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-01-03,AQS,60010009,3,3.8,ug/m3 LC,16,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-01-04,AQS,60010009,3,3.1,ug/m3 LC,13,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-01-05,AQS,60010009,3,4.7,ug/m3 LC,20,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-01-06,AQS,60010009,3,8.0,ug/m3 LC,33,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-01-07,AQS,60010009,3,5.1,ug/m3 LC,21,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-01-08,AQS,60010009,3,6.4,ug/m3 LC,27,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-01-09,AQS,60010009,3,8.7,ug/m3 LC,36,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-01-10,AQS,60010009,3,10.9,ug/m3 LC,45,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-01-11,AQS,60010009,3,8.5,ug/m3 LC,35,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-01-12,AQS,60010009,3,18.6,ug/m3 LC,65,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-01-13,AQS,60010009,3,23.9,ug/m3 LC,76,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-01-14,AQS,60010009,3,10.7,ug/m3 LC,45,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-01-15,AQS,60010009,3,11.7,ug/m3 LC,49,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-01-16,AQS,60010009,3,16.5,ug/m3 LC,60,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-01-17,AQS,60010009,3,18.8,ug/m3 LC,65,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-01-18,AQS,60010009,3,11.3,ug/m3 LC,47,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-01-19,AQS,60010009,3,12.0,ug/m3 LC,50,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-01-20,AQS,60010009,3,14.7,ug/m3 LC,56,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-01-21,AQS,60010009,3,9.3,ug/m3 LC,39,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-01-22,AQS,60010009,3,4.5,ug/m3 LC,19,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-01-23,AQS,60010009,3,18.2,ug/m3 LC,64,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-01-24,AQS,60010009,3,14.8,ug/m3 LC,57,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-01-25,AQS,60010009,3,12.0,ug/m3 LC,50,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-01-26,AQS,60010009,3,15.4,ug/m3 LC,58,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-01-27,AQS,60010009,3,10.0,ug/m3 LC,42,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-01-28,AQS,60010009,3,13.5,ug/m3 LC,54,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-01-29,AQS,60010009,3,18.3,ug/m3 LC,64,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-01-30,AQS,60010009,3,12.5,ug/m3 LC,52,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-01-31,AQS,60010009,3,10.3,ug/m3 LC,43,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-02-01,AQS,60010009,3,4.0,ug/m3 LC,17,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-02-02,AQS,60010009,3,2.4,ug/m3 LC,10,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-02-03,AQS,60010009,3,6.6,ug/m3 LC,28,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-02-04,AQS,60010009,3,20.3,ug/m3 LC,68,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-02-05,AQS,60010009,3,20.5,ug/m3 LC,69,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-02-06,AQS,60010009,3,11.7,ug/m3 LC,49,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-02-07,AQS,60010009,3,16.5,ug/m3 LC,60,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-02-08,AQS,60010009,3,15.3,ug/m3 LC,58,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-02-09,AQS,60010009,3,7.2,ug/m3 LC,30,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-02-10,AQS,60010009,3,5.6,ug/m3 LC,23,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-02-11,AQS,60010009,3,10.5,ug/m3 LC,44,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-02-12,AQS,60010009,3,17.5,ug/m3 LC,62,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-02-13,AQS,60010009,3,16.9,ug/m3 LC,61,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-02-14,AQS,60010009,3,7.6,ug/m3 LC,32,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-02-15,AQS,60010009,3,4.4,ug/m3 LC,18,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-02-16,AQS,60010009,3,6.1,ug/m3 LC,25,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-02-17,AQS,60010009,3,4.8,ug/m3 LC,20,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-02-18,AQS,60010009,3,11.0,ug/m3 LC,46,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-02-19,AQS,60010009,3,14.4,ug/m3 LC,56,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-02-20,AQS,60010009,3,9.2,ug/m3 LC,38,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-02-21,AQS,60010009,3,4.5,ug/m3 LC,19,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-02-22,AQS,60010009,3,3.5,ug/m3 LC,15,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-02-23,AQS,60010009,3,5.3,ug/m3 LC,22,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-02-24,AQS,60010009,3,6.5,ug/m3 LC,27,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-02-25,AQS,60010009,3,9.5,ug/m3 LC,40,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-02-26,AQS,60010009,3,10.3,ug/m3 LC,43,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-02-27,AQS,60010009,3,14.2,ug/m3 LC,55,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-02-28,AQS,60010009,3,10.2,ug/m3 LC,43,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-03-01,AQS,60010009,3,7.6,ug/m3 LC,32,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-03-02,AQS,60010009,3,6.4,ug/m3 LC,27,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-03-03,AQS,60010009,3,7.5,ug/m3 LC,31,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-03-04,AQS,60010009,3,8.1,ug/m3 LC,34,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-03-05,AQS,60010009,3,4.8,ug/m3 LC,20,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-03-06,AQS,60010009,3,9.2,ug/m3 LC,38,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-03-07,AQS,60010009,3,7.6,ug/m3 LC,32,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-03-08,AQS,60010009,3,6.3,ug/m3 LC,26,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-03-09,AQS,60010009,3,10.5,ug/m3 LC,44,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-03-10,AQS,60010009,3,3.8,ug/m3 LC,16,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
2022-03-11,AQS,60010009,3,5.3,ug/m3 LC,22,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Friday
2022-03-12,AQS,60010009,3,5.4,ug/m3 LC,23,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Saturday
2022-03-13,AQS,60010009,3,8.4,ug/m3 LC,35,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Sunday
2022-03-14,AQS,60010009,3,8.7,ug/m3 LC,36,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Monday
2022-03-15,AQS,60010009,3,4.0,ug/m3 LC,17,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Tuesday
2022-03-16,AQS,60010009,3,8.3,ug/m3 LC,35,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Wednesday
2022-03-17,AQS,60010009,3,8.5,ug/m3 LC,35,Oakland,1,100.0,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935,Thursday
